AIRLINE,NUMBER,LEG,EQTYPE,FROM,DTIME,TO,ATIME,DISTANCE,HISTORIC,PURGE
AF,5879,1,CRJ-200,DUS,11:35,LYS,13:05,392,FALSE,FALSE
AF,5882,1,CRJ-200,LYS,14:15,FRA,15:45,338,FALSE,FALSE
AF,5883,1,CRJ-200,FRA,12:50,LYS,13:10,338,FALSE,FALSE
AF,5888,1,CRJ-200,LYS,10:50,FRA,11:20,338,FALSE,FALSE
AF,5889,1,CRJ-200,FRA,8:50,LYS,9:10,338,FALSE,FALSE
AF,5890,1,CRJ-200,MAD,7:00,LYS,8:40,568,FALSE,FALSE
AF,5891,1,CRJ-200,LYS,2:35,MAD,4:20,568,FALSE,FALSE
AF,5892,1,CRJ-200,MAD,11:40,LYS,13:20,568,FALSE,FALSE
AF,5893,1,CRJ-200,LYS,9:15,MAD,11:00,568,FALSE,FALSE
AF,5894,1,CRJ-200,LYS,14:00,BCN,15:15,341,FALSE,FALSE
AF,5895,1,CRJ-200,BCN,0:30,LYS,1:45,341,FALSE,FALSE
AF,5896,1,CRJ-200,MAD,0:20,LYS,2:00,568,FALSE,FALSE
AF,5897,1,CRJ-200,LYS,14:00,MAD,15:45,568,FALSE,FALSE
AF,5898,1,CRJ-200,LYS,9:35,BCN,10:50,341,FALSE,FALSE
AF,5899,1,CRJ-200,BCN,7:15,LYS,8:30,341,FALSE,FALSE
AF,5906,1,CRJ-200,LYS,2:50,BCN,4:05,341,FALSE,FALSE
AF,5907,1,CRJ-200,BCN,11:30,LYS,12:45,341,FALSE,FALSE
AF,5920,1,ATR-72,NCY,0:00,ORY,1:20,261,FALSE,FALSE
AF,5921,1,ATR-72,ORY,2:50,NCY,4:10,261,FALSE,FALSE
AF,5922,1,ATR-72,NCY,3:45,ORY,5:05,261,FALSE,FALSE
AF,5923,1,ATR-72,ORY,9:25,NCY,10:45,261,FALSE,FALSE
AF,5924,1,ATR-72,NCY,11:30,ORY,12:50,261,FALSE,FALSE
AF,5925,1,ATR-72,ORY,13:25,NCY,14:45,261,FALSE,FALSE
AF,5930,1,F100,LRT,1:05,ORY,2:10,275,FALSE,FALSE
AF,5931,1,F100,ORY,3:55,LRT,5:00,275,FALSE,FALSE
AF,5932,1,F100,LRT,4:45,ORY,5:50,275,FALSE,FALSE
AF,5933,1,F100,ORY,7:10,LRT,8:15,275,FALSE,FALSE
AF,5934,1,F100,LRT,9:00,ORY,10:05,275,FALSE,FALSE
AF,5935,1,F100,ORY,11:15,LRT,12:20,275,FALSE,FALSE
AF,5936,1,F100,LRT,13:05,ORY,14:10,275,FALSE,FALSE
AF,5937,1,F100,ORY,15:55,LRT,17:00,275,FALSE,FALSE
AF,5960,1,CRJ-200,CDG,3:40,BIO,5:25,474,FALSE,FALSE
AF,5961,1,CRJ-200,BIO,7:15,CDG,8:50,474,FALSE,FALSE
AF,5962,1,CRJ-700,CDG,14:30,BIO,16:15,474,FALSE,FALSE
AF,5963,1,CRJ-700,BIO,1:45,CDG,3:20,474,FALSE,FALSE
AF,5964,1,CRJ-700,CDG,6:50,BIO,8:35,474,FALSE,FALSE
AF,5965,1,CRJ-700,BIO,9:40,CDG,11:15,474,FALSE,FALSE
AF,5966,1,CRJ-700,CDG,1:45,BIO,3:30,474,FALSE,FALSE
AF,5967,1,CRJ-700,BIO,4:35,CDG,6:10,474,FALSE,FALSE
AF,5968,1,CRJ-700,CDG,12:20,BIO,14:05,474,FALSE,FALSE
AF,5969,1,CRJ-700,BIO,14:35,CDG,16:10,474,FALSE,FALSE
AF,6001,1,A319,MRS,0:00,ORY,1:20,391,FALSE,FALSE
AF,6002,1,A319,ORY,0:35,MRS,2:50,391,FALSE,FALSE
AF,6003,1,A320,MRS,0:30,ORY,2:50,391,FALSE,FALSE
AF,6004,1,A320,ORY,1:05,MRS,2:20,391,FALSE,FALSE
AF,6005,1,A319,MRS,2:30,ORY,4:50,391,FALSE,FALSE
AF,6006,1,A320,ORY,1:35,MRS,2:50,391,FALSE,FALSE
AF,6007,1,A320,MRS,1:00,ORY,2:20,391,FALSE,FALSE
AF,6008,1,A319,ORY,2:05,MRS,3:20,391,FALSE,FALSE
AF,6009,1,A319,MRS,1:30,ORY,2:50,391,FALSE,FALSE
AF,6011,1,A319,MRS,9:00,ORY,10:20,391,FALSE,FALSE
AF,6014,1,A320,ORY,4:35,MRS,6:50,391,FALSE,FALSE
AF,6015,1,A320,MRS,3:30,ORY,4:50,391,FALSE,FALSE
AF,6016,1,A319,ORY,3:35,MRS,4:50,391,FALSE,FALSE
AF,6019,1,A319,MRS,4:30,ORY,6:50,391,FALSE,FALSE
AF,6020,1,A320,ORY,6:35,MRS,8:50,391,FALSE,FALSE
AF,6023,1,A319,MRS,5:30,ORY,6:50,391,FALSE,FALSE
AF,6025,1,A320,MRS,6:30,ORY,8:50,391,FALSE,FALSE
AF,6026,1,A320,ORY,8:35,MRS,10:50,391,FALSE,FALSE
AF,6029,1,A320,MRS,8:30,ORY,10:50,391,FALSE,FALSE
AF,6032,1,A320,ORY,10:35,MRS,12:50,391,FALSE,FALSE
AF,6036,1,A320,ORY,11:35,MRS,12:50,391,FALSE,FALSE
AF,6037,1,A320,MRS,10:30,ORY,12:50,391,FALSE,FALSE
AF,6038,1,A320,ORY,12:05,MRS,13:20,391,FALSE,FALSE
AF,6039,1,A320,MRS,11:00,ORY,12:20,391,FALSE,FALSE
AF,6040,1,A320,ORY,12:35,MRS,14:50,391,FALSE,FALSE
AF,6042,1,A320,ORY,13:05,MRS,14:20,391,FALSE,FALSE
AF,6043,1,A320,MRS,12:00,ORY,13:20,391,FALSE,FALSE
AF,6044,1,A319,ORY,13:35,MRS,14:50,391,FALSE,FALSE
AF,6045,1,A320,MRS,12:30,ORY,14:50,391,FALSE,FALSE
AF,6048,1,A320,ORY,14:05,MRS,15:20,391,FALSE,FALSE
AF,6049,1,A320,MRS,13:30,ORY,14:50,391,FALSE,FALSE
AF,6050,1,A319,ORY,14:35,MRS,16:50,391,FALSE,FALSE
AF,6051,1,A319,MRS,14:00,ORY,15:20,391,FALSE,FALSE
AF,6052,1,A319,ORY,15:05,MRS,16:20,391,FALSE,FALSE
AF,6053,1,A320,MRS,14:30,ORY,16:50,391,FALSE,FALSE
AF,6101,1,A320,TLS,0:10,ORY,1:30,356,FALSE,FALSE
AF,6102,1,A320,ORY,0:50,TLS,2:00,356,FALSE,FALSE
AF,6103,1,A320,TLS,0:40,ORY,2:00,356,FALSE,FALSE
AF,6104,1,A320,ORY,1:20,TLS,2:30,356,FALSE,FALSE
AF,6105,1,A320,TLS,1:10,ORY,2:30,356,FALSE,FALSE
AF,6106,1,A320,ORY,2:50,TLS,3:00,356,FALSE,FALSE
AF,6107,1,A320,TLS,1:40,ORY,3:00,356,FALSE,FALSE
AF,6108,1,A320,ORY,2:20,TLS,3:30,356,FALSE,FALSE
AF,6109,1,A319,TLS,3:25,ORY,4:45,356,FALSE,FALSE
AF,6110,1,A320,ORY,2:50,TLS,4:00,356,FALSE,FALSE
AF,6111,1,A320,TLS,2:40,ORY,4:00,356,FALSE,FALSE
AF,6112,1,A320,ORY,4:50,TLS,5:00,356,FALSE,FALSE
AF,6113,1,A320,TLS,3:40,ORY,5:00,356,FALSE,FALSE
AF,6114,1,A320,ORY,4:50,TLS,6:00,356,FALSE,FALSE
AF,6115,1,A320,TLS,3:10,ORY,4:30,356,FALSE,FALSE
AF,6116,1,A319,ORY,7:20,TLS,8:30,356,FALSE,FALSE
AF,6117,1,A320,TLS,4:40,ORY,6:00,356,FALSE,FALSE
AF,6118,1,A319,ORY,6:50,TLS,7:00,356,FALSE,FALSE
AF,6119,1,A319,TLS,5:40,ORY,7:00,356,FALSE,FALSE
AF,6120,1,A320,ORY,6:50,TLS,8:00,356,FALSE,FALSE
AF,6121,1,A320,TLS,6:40,ORY,8:00,356,FALSE,FALSE
AF,6122,1,A319,ORY,8:50,TLS,9:00,356,FALSE,FALSE
AF,6123,1,A320,TLS,7:40,ORY,9:00,356,FALSE,FALSE
AF,6124,1,A320,ORY,8:20,TLS,9:30,356,FALSE,FALSE
AF,6125,1,A320,TLS,8:40,ORY,10:00,356,FALSE,FALSE
AF,6126,1,A320,ORY,8:50,TLS,10:00,356,FALSE,FALSE
AF,6127,1,A320,TLS,9:10,ORY,10:30,356,FALSE,FALSE
AF,6128,1,A320,ORY,10:50,TLS,11:00,356,FALSE,FALSE
AF,6129,1,A319,TLS,9:40,ORY,11:00,356,FALSE,FALSE
AF,6130,1,A319,ORY,10:20,TLS,11:30,356,FALSE,FALSE
AF,6131,1,A320,TLS,10:10,ORY,11:30,356,FALSE,FALSE
AF,6132,1,A320,ORY,10:50,TLS,12:00,356,FALSE,FALSE
AF,6133,1,A320,TLS,10:40,ORY,12:00,356,FALSE,FALSE
AF,6134,1,A319,ORY,11:20,TLS,12:30,356,FALSE,FALSE
AF,6135,1,A319,TLS,11:10,ORY,12:30,356,FALSE,FALSE
AF,6136,1,A319,ORY,12:50,TLS,13:00,356,FALSE,FALSE
AF,6137,1,A320,TLS,11:40,ORY,13:00,356,FALSE,FALSE
AF,6138,1,A320,ORY,12:20,TLS,13:30,356,FALSE,FALSE
AF,6139,1,A319,TLS,12:10,ORY,13:30,356,FALSE,FALSE
AF,6140,1,A320,ORY,12:50,TLS,14:00,356,FALSE,FALSE
AF,6141,1,A320,TLS,12:40,ORY,14:00,356,FALSE,FALSE
AF,6142,1,A320,ORY,13:20,TLS,14:30,356,FALSE,FALSE
AF,6143,1,A319,TLS,13:10,ORY,14:30,356,FALSE,FALSE
AF,6144,1,A320,ORY,14:50,TLS,15:00,356,FALSE,FALSE
AF,6145,1,A319,TLS,13:40,ORY,15:00,356,FALSE,FALSE
AF,6146,1,A320,ORY,11:35,TLS,12:45,356,FALSE,FALSE
AF,6147,1,A320,TLS,13:25,ORY,14:45,356,FALSE,FALSE
AF,6148,1,A320,ORY,14:50,TLS,16:00,356,FALSE,FALSE
AF,6149,1,A320,TLS,14:40,ORY,16:00,356,FALSE,FALSE
AF,6150,1,A320,ORY,15:20,TLS,16:30,356,FALSE,FALSE
AF,6151,1,A320,TLS,15:10,ORY,16:30,356,FALSE,FALSE
AF,6152,1,A319,ORY,0:20,TLS,1:30,356,FALSE,FALSE
AF,6153,1,A319,TLS,2:10,ORY,3:30,356,FALSE,FALSE
AF,6154,1,A319,ORY,9:20,TLS,10:30,356,FALSE,FALSE
AF,6156,1,A320,ORY,10:05,TLS,11:15,356,FALSE,FALSE
AF,6157,1,A320,TLS,12:55,ORY,13:15,356,FALSE,FALSE
AF,6201,1,A320,NCE,1:10,ORY,2:35,420,FALSE,FALSE
AF,6202,1,A319,ORY,2:00,NCE,3:25,420,FALSE,FALSE
AF,6203,1,A320,NCE,2:10,ORY,3:35,420,FALSE,FALSE
AF,6204,1,A320,ORY,2:30,NCE,4:55,420,FALSE,FALSE
AF,6205,1,A320,NCE,3:10,ORY,4:35,420,FALSE,FALSE
AF,6206,1,A320,ORY,3:00,NCE,4:25,420,FALSE,FALSE
AF,6207,1,A319,NCE,4:10,ORY,5:35,420,FALSE,FALSE
AF,6208,1,A320,ORY,4:30,NCE,6:55,420,FALSE,FALSE
AF,6209,1,A320,NCE,4:40,ORY,6:05,420,FALSE,FALSE
AF,6210,1,A321,ORY,5:00,NCE,6:25,420,FALSE,FALSE
AF,6211,1,A320,NCE,5:10,ORY,6:35,420,FALSE,FALSE
AF,6212,1,A319,ORY,6:00,NCE,7:25,420,FALSE,FALSE
AF,6213,1,A320,NCE,6:40,ORY,8:05,420,FALSE,FALSE
AF,6214,1,A321,ORY,7:00,NCE,8:25,420,FALSE,FALSE
AF,6217,1,A319,NCE,8:10,ORY,9:35,420,FALSE,FALSE
AF,6218,1,A320,ORY,9:00,NCE,10:25,420,FALSE,FALSE
AF,6219,1,A321,NCE,9:10,ORY,10:35,420,FALSE,FALSE
AF,6220,1,A319,ORY,10:00,NCE,11:25,420,FALSE,FALSE
AF,6221,1,A321,NCE,10:10,ORY,11:35,420,FALSE,FALSE
AF,6222,1,A319,ORY,11:00,NCE,12:25,420,FALSE,FALSE
AF,6225,1,A321,NCE,7:10,ORY,8:35,420,FALSE,FALSE
AF,6226,1,A319,ORY,11:30,NCE,13:55,420,FALSE,FALSE
AF,6227,1,A319,NCE,12:10,ORY,13:35,420,FALSE,FALSE
AF,6228,1,A320,ORY,8:00,NCE,9:25,420,FALSE,FALSE
AF,6229,1,A319,NCE,13:10,ORY,14:35,420,FALSE,FALSE
AF,6230,1,A320,ORY,14:00,NCE,15:25,420,FALSE,FALSE
AF,6231,1,A320,NCE,14:10,ORY,15:35,420,FALSE,FALSE
AF,6232,1,A320,ORY,15:00,NCE,16:25,420,FALSE,FALSE
AF,6233,1,A319,NCE,12:40,ORY,14:05,420,FALSE,FALSE
AF,6235,1,A320,NCE,10:40,ORY,12:05,420,FALSE,FALSE
AF,6236,1,A320,ORY,12:00,NCE,13:25,420,FALSE,FALSE
AF,6238,1,A320,ORY,13:00,NCE,14:25,420,FALSE,FALSE
AF,6239,1,A320,NCE,11:10,ORY,12:35,420,FALSE,FALSE
AF,6240,1,A320,ORY,1:00,NCE,2:25,420,FALSE,FALSE
AF,6241,1,A320,NCE,15:10,ORY,16:35,420,FALSE,FALSE
AF,6242,1,A319,ORY,16:00,NCE,17:25,420,FALSE,FALSE
AF,6244,1,A319,ORY,1:30,NCE,3:55,420,FALSE,FALSE
AF,6245,1,A319,NCE,3:40,ORY,5:05,420,FALSE,FALSE
AF,6246,1,A319,ORY,15:30,NCE,17:55,420,FALSE,FALSE
AF,6247,1,A319,NCE,13:40,ORY,15:05,420,FALSE,FALSE
AF,6252,1,A321,ORY,1:10,BOD,2:15,306,FALSE,FALSE
AF,6253,1,A320,BOD,0:40,ORY,2:50,306,FALSE,FALSE
AF,6254,1,A320,ORY,2:15,BOD,3:20,306,FALSE,FALSE
AF,6255,1,A321,BOD,1:10,ORY,2:20,306,FALSE,FALSE
AF,6256,1,A321,ORY,3:10,BOD,4:15,306,FALSE,FALSE
AF,6258,1,A321,ORY,5:10,BOD,6:15,306,FALSE,FALSE
AF,6259,1,A321,BOD,3:00,ORY,4:10,306,FALSE,FALSE
AF,6260,1,A320,ORY,7:10,BOD,8:15,306,FALSE,FALSE
AF,6261,1,A321,BOD,5:05,ORY,6:15,306,FALSE,FALSE
AF,6262,1,A319,ORY,9:10,BOD,10:15,306,FALSE,FALSE
AF,6263,1,A321,BOD,7:00,ORY,8:10,306,FALSE,FALSE
AF,6264,1,A320,ORY,10:05,BOD,11:10,306,FALSE,FALSE
AF,6265,1,A320,BOD,9:05,ORY,10:15,306,FALSE,FALSE
AF,6266,1,A320,ORY,11:10,BOD,12:15,306,FALSE,FALSE
AF,6267,1,A320,BOD,10:00,ORY,11:10,306,FALSE,FALSE
AF,6268,1,A321,ORY,12:25,BOD,13:30,306,FALSE,FALSE
AF,6269,1,A319,BOD,11:00,ORY,12:10,306,FALSE,FALSE
AF,6270,1,A321,ORY,13:30,BOD,14:35,306,FALSE,FALSE
AF,6271,1,A320,BOD,12:00,ORY,13:10,306,FALSE,FALSE
AF,6272,1,A319,ORY,14:25,BOD,15:30,306,FALSE,FALSE
AF,6273,1,A320,BOD,13:05,ORY,14:15,306,FALSE,FALSE
AF,6274,1,A320,ORY,15:15,BOD,16:20,306,FALSE,FALSE
AF,6275,1,A321,BOD,14:25,ORY,15:35,306,FALSE,FALSE
AF,6276,1,A320,ORY,8:00,BOD,9:05,306,FALSE,FALSE
AF,6281,1,A320,BOD,4:10,ORY,5:20,306,FALSE,FALSE
AF,7300,1,A320,ORY,0:50,SXB,2:50,241,FALSE,FALSE
AF,7301,1,A320,SXB,2:55,ORY,3:00,241,FALSE,FALSE
AF,7302,1,A321,ORY,3:00,SXB,4:00,241,FALSE,FALSE
AF,7303,1,A320,SXB,1:55,ORY,2:00,241,FALSE,FALSE
AF,7304,1,A320,ORY,5:25,SXB,6:25,241,FALSE,FALSE
AF,7305,1,A321,SXB,3:10,ORY,4:15,241,FALSE,FALSE
AF,7306,1,A320,ORY,7:55,SXB,8:55,241,FALSE,FALSE
AF,7307,1,A321,SXB,5:05,ORY,6:10,241,FALSE,FALSE
AF,7308,1,A321,ORY,9:25,SXB,10:25,241,FALSE,FALSE
AF,7309,1,A320,SXB,7:10,ORY,8:15,241,FALSE,FALSE
AF,7310,1,A321,ORY,11:25,SXB,12:25,241,FALSE,FALSE
AF,7311,1,A320,SXB,8:40,ORY,9:45,241,FALSE,FALSE
AF,7313,1,A320,SXB,0:40,ORY,1:45,241,FALSE,FALSE
AF,7314,1,A320,ORY,14:50,SXB,16:50,241,FALSE,FALSE
AF,7315,1,A321,SXB,11:15,ORY,12:20,241,FALSE,FALSE
AF,7316,1,A320,ORY,13:25,SXB,14:25,241,FALSE,FALSE
AF,7317,1,A320,SXB,12:00,ORY,13:05,241,FALSE,FALSE
AF,7319,1,A321,SXB,13:20,ORY,14:25,241,FALSE,FALSE
AF,7320,1,A321,ORY,1:20,SXB,2:20,241,FALSE,FALSE
AF,7321,1,A320,SXB,3:00,ORY,4:05,241,FALSE,FALSE
